,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
COLPAL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,143695.304927788,43.6953049277879,46.2400819042749,100,4474.40412168932,31.6180603259851,275 days 00:00:00,7,6,1,-26070.8034194278,83.3333333333333,28.6087197296016,-1.24130111722383,11.8596562208638,-1.24130111722383,235 days 19:12:00,122 days 00:00:00,43.6056530772164,11627.6847245359,-99.7267030819071,0.288064414554069,4.86173543007058E-05,-19.0295057862053
OIL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,141914.876340283,41.9148763402833,18.7734539659687,100,7265.75317841902,71.5134093202432,1013 days 00:00:00,14,13,1,-7747.59119025662,84.6153846153846,31.0952239942547,-38.8194516742125,11.9397259244694,-32.82961321738,54 days 00:00:00,391 days 00:00:00,1.63973976178444,3820.18981004153,-63.1820852977387,0.122794313917157,0.00142946238635045,-18.9190032479931
RECLTD,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,140761.133825544,40.7611338255442,13.9551192145858,100,7467.07814559765,63.138769021122,1179 days 00:00:00,10,9,1,-31609.5259396752,88.8888888888889,73.1981037307646,-46.3765640247208,17.260716198756,-46.3765640247208,53 days 15:00:00,871 days 00:00:00,1.61992335212374,8041.18441835771,-55.9658764300209,0.135703223897916,0.00166360336219145,-18.8690282863472
CANBK,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,140590.314736051,40.5903147360513,2.51783466219069,100,8471.40760668282,80.3663379070964,1049 days 00:00:00,12,11,1,-8685.24328397805,81.8181818181818,61.6047838906832,-61.9969785557149,21.15430005554,-43.4735829735606,76 days 21:20:00,377 days 12:00:00,1.29317637411797,4479.59618363905,-46.9813510925016,0.106219105021383,0.00580722411133735,-18.7874743800381
GAIL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,138291.545124381,38.2915451243815,34.0032695451482,100,4865.36617524145,64.7536820721178,866 days 00:00:00,7,6,1,-14007.2458134649,83.3333333333333,86.0739996599411,-42.8434272230001,24.83419343326,-42.8434272230001,99 days 09:36:00,759 days 00:00:00,1.59506877671757,8716.46515630773,-65.9377047895739,0.125198304655178,0.00110453025936286,-18.9339340191847
PFC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,137694.169254788,37.6941692547879,19.1111111111111,100,4950.13134891554,59.0213149204443,1185 days 00:00:00,8,7,1,-287.720943609806,71.4285714285714,31.2705714131052,-22.7442618813089,14.3539089729743,-14.5864105630758,51 days 09:36:00,460 days 00:00:00,1.83460730237999,5425.98431405682,-55.1115248597198,0.135452423421583,0.00192246761697775,-18.8617737350749
HDFCLIFE,17-NOV-2017,16-FEB-2022,1053 days 00:00:00,100000,137027.276424374,37.0272764243736,70.1538015089956,100,4327.57967240633,46.191935864183,310 days 00:00:00,7,6,1,-35457.8006120194,83.3333333333333,23.8810871896775,-8.62569558478836,13.8281377144409,-8.62569558478836,116 days 19:12:00,291 days 00:00:00,8.15540406590867,12080.8461727322,-68.0145187602191,0.249774884708347,0.00253499744509805,-18.9442649928185
EDELWEISS,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,134155.349566612,34.1553495666124,9.99999999999996,100,20721.6206957888,89.5171822355892,915 days 00:00:00,16,15,1,-53397.834206154,73.3333333333333,42.9973934843742,-51.8962209859965,23.9734702532011,-33.0497067669587,62 days 19:38:10.909090909,146 days 06:00:00,1.16620881773362,5836.87891818441,-41.0688867431271,0.0817786854372818,0.00620313431828293,-18.6752735279975
EXIDEIND,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,130468.22151036,30.4682215103599,8.1722617836556,100,3750.48845971129,57.9087136929461,862 days 00:00:00,5,4,1,-27082.9515441188,75,37.9164670921814,-28.5391716491903,30.4999467716316,-28.5391716491903,187 days 16:00:00,639 days 00:00:00,1.91785888172478,14387.7932636197,-72.7521937424953,0.114038926004556,0.000384263005557279,-18.9639330407672
DALBHARAT,05-FEB-2019,16-FEB-2022,752 days 00:00:00,100000,128932.559682568,28.9325596825677,74.780366692131,100,5952.71592051544,66.3054674302666,425 days 00:00:00,12,11,1,-40177.9884367851,90.9090909090909,32.3543484214954,-48.4219354843613,13.1064175939712,-48.4219354843613,26 days 16:48:00,280 days 00:00:00,2.430825178643,6282.77710175934,-56.2449524446054,0.197980333539466,0.00253524665136793,-18.8718684628854
SUNTV,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,128096.120356804,28.0961203568043,16.5912518853689,100,7356.48129672443,75.2953713570866,1011 days 00:00:00,8,7,1,8621.04751946626,85.7142857142857,50.3365710806244,-60.1005864762872,20.7966193135271,-60.1005864762872,75 days 20:00:00,638 days 00:00:00,1.1088935816284,2782.15326247685,-54.2906060614522,0.0814732104279838,0.00446018037580955,-18.8561938562494
MGL,01-JUL-2016,16-FEB-2022,1395 days 00:00:00,100000,126846.74389247,26.8467438924697,53.0751489525273,100,8895.09567700292,47.2421282591501,1061 days 00:00:00,12,11,1,-42107.2177498532,81.8181818181818,15.3330907953403,-18.5334654841897,9.85017883305693,-14.4022869932103,65 days 16:00:00,214 days 00:00:00,2.29575738993328,6268.5419674839,-70.5559241744141,0.13589384476475,0.00193350967751428,-18.9551613899373
SAIL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,121992.731946498,21.9927319464975,104.66804979253,100,7556.49054778949,78.9839699037074,1012 days 00:00:00,12,11,1,-36030.8837902618,81.8181818181818,41.5392768079801,-52.6148519002139,17.7854202948974,-36.5847498816574,67 days 00:00:00,314 days 12:00:00,1.43233584097344,5274.87415788721,-46.5713611794582,0.0619869439249142,0.00556364956319937,-18.767717254738
ASHOKLEY,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,121423.625548237,21.4236255482365,44.3693693693694,100,5210.73430214416,79.1905768649955,937 days 00:00:00,10,9,1,12623.3077310232,77.7777777777778,49.8288063624722,-62.8158804377944,18.2154050467237,-33.5494932329139,41 days 00:00:00,439 days 00:00:00,1.08029539462388,977.81309080149,-50.0463409902897,0.0603367622909748,0.00567733789884504,-18.813847012705
MOTHERSUMI,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,120270.672303136,20.2706723031362,28.0303030303029,100,5201.42910362025,80.1908716632772,1030 days 00:00:00,8,7,1,-40976.4735843783,71.4285714285714,44.215258855934,-38.128817179674,25.5570822051919,-26.0963306904983,90 days 09:36:00,386 days 12:00:00,1.66819890858809,8749.59226964494,-47.6421144131407,0.0565901576546239,0.00506490755468807,-18.7818582645817
NTPC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,120145.54724011,20.1455472401098,10.6128550074741,100,3266.54144308206,50.8017258033357,1046 days 00:00:00,6,5,1,-12431.4237495648,80,39.5567675716351,-27.9167924441887,17.4723049717873,-27.9167924441887,161 days 06:00:00,751 days 00:00:00,1.83885278621675,6515.39419793493,-81.6541974146992,0.0888129913965185,8.36125122736265E-05,-18.9926032531786
IOC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,119586.470632473,19.5864706324731,12.1780075708609,100,11152.8229445678,68.5287002419177,1106 days 00:00:00,17,16,1,-10539.9206042484,87.5,26.2342634145427,-56.8539494669134,8.42564802869286,-28.4727852743873,32 days 15:25:42.857142857,447 days 12:00:00,1.24588946069378,1882.8994522951,-67.2953622597204,0.0641294735011619,0.000171551670892805,-18.9403713243448
GODREJIND,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,119282.641890218,19.2826418902176,42.5819885476314,100,6064.02303294028,65.8990513433268,1134 days 00:00:00,11,10,1,-19187.5002052337,80,19.2764896381672,-31.130885602762,9.65759139691628,-17.0056301561027,62 days 00:00:00,438 days 12:00:00,1.82404729200413,3847.01420954512,-73.8509171645196,0.065719814626158,0.00123312780604275,-18.9679207658719
NAM-INDIA,06-NOV-2017,16-FEB-2022,1062 days 00:00:00,100000,116754.837002137,16.7548370021365,13.0274261603374,100,3729.49482635821,57.1991891268092,430 days 00:00:00,8,7,1,-31210.6376775725,71.4285714285714,24.8165077973339,-15.3209785745893,14.4720230597061,-12.6969387486857,101 days 14:24:00,165 days 00:00:00,3.01578194026237,6852.21066852987,-49.8716188178145,0.0956003075259399,0.00753154688003451,-18.8104463307745
HEROMOTOCO,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,116286.601033015,16.2866010330149,3.75086092961794,100,2971.9232750236,61.6320280566567,1105 days 00:00:00,5,4,1,-12009.8680374224,75,48.5845373433294,-28.7284954924102,22.9902133990356,-28.7284954924102,123 days 08:00:00,759 days 00:00:00,1.63189852589888,7074.11726760934,-72.1687406269704,0.0599474072847231,0.00164722464172722,-18.9615100484983
OFSS,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,116177.92546125,16.1779254612502,-3.41553232064169,100,4242.48801680698,63.1984508698943,697 days 00:00:00,8,7,1,-30680.1325081573,71.4285714285714,24.822069265009,-33.0926755151837,17.4267295458973,-17.1301720750881,136 days 04:48:00,340 days 12:00:00,2.10401042366802,6694.00828134393,-76.5028950940546,0.058092732969741,0.000208362008704491,-18.9771126088862
RAJESHEXPO,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,113180.102816552,13.1801028165517,20.6395991452358,100,6720.44026530765,55.885911068637,1011 days 00:00:00,15,14,1,-9897.28419552367,71.4285714285714,35.017325882283,-26.4052717692759,13.418387579966,-22.4016735298993,41 days 16:48:00,243 days 12:00:00,1.24960689609857,1648.38478657681,-74.5173694917281,0.0540699107559684,0.00316427786005024,-18.9702588634541
BANKBARODA,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,110311.799331683,10.3117993316831,-32.7255580006286,100,6469.57464389136,79.0977385879208,1051 days 00:00:00,12,11,1,-7338.78594951564,63.6363636363636,48.6886516104106,-52.0699801287788,19.3591040402463,-19.9200724070861,82 days 17:08:34.285714285,218 days 12:00:00,1.17558881097034,1604.59866192716,-46.8539332781215,0.0301884265717326,0.0071006629537757,-18.7789056565352
ITC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,109363.002369068,9.36300236906845,2.02445838867735,100,3538.08908201581,56.2627605502794,1139 days 00:00:00,6,5,1,-11994.9670867158,60,66.1668948681315,-29.3363102991597,26.6505460652135,-19.4392176948479,184 days 16:00:00,424 days 12:00:00,1.35743020923563,4271.59389115685,-79.5522014195002,0.0386648710417613,0.000569254786351158,-18.9865452456776
INDUSINDBK,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,102486.289645476,2.48628964547564,0.472065155366708,100,6735.3922936482,85.3411839836407,875 days 00:00:00,10,9,1,-13441.1723659895,77.7777777777778,38.2126397644906,-63.1334705196279,18.9609073173191,-33.7520799238728,90 days 20:34:17.142857143,361 days 00:00:00,1.11512223326324,1769.71800127391,-46.7090838947115,0.00693990081371598,0.00810507526761853,-18.7935143725361
SUNPHARMA,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,100724.855863306,0.724855863305929,6.53546686285369,100,1429.98036068425,62.189833014431,1445 days 00:00:00,4,3,1,9900.02712927244,33.3333333333333,34.6222106046446,-22.2708312725493,34.6222106046446,-17.7566692157246,158 days 00:00:00,585 days 00:00:00,0.717602327641689,-3058.39042198884,-67.8030605064418,0.00279486762454096,0.00105505218490942,-18.9425094655358
TATAMOTORS,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,100058.432434975,0.0584324349746166,24.023388902711,100,4371.18107413286,88.3693136244072,1348 days 00:00:00,11,10,1,3009.42992842526,80,38.6068216690051,-60.1248095417801,22.3798280732477,-55.6073205031381,54 days 09:00:00,458 days 00:00:00,0.979217618002068,-295.099749345061,-47.6030354909463,0.000158956116023866,0.00755471908911308,-18.7811879935865
GODREJAGRO,16-OCT-2017,16-FEB-2022,1076 days 00:00:00,100000,99394.9202401549,-0.605079759845146,-17.669772517418,100,5966.3971382345,61.2139661514013,808 days 00:00:00,11,10,1,-42550.634034187,80,23.5575229803804,-21.5770210090687,11.2099229739519,-21.5666738791375,49 days 12:00:00,252 days 00:00:00,1.83502924110447,4194.55542743419,-70.7313842417875,-0.00335979636877599,0.00169764176327627,-18.9555073803186
CADILAHC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,98622.1762599407,-1.37782374005928,15.5996393146981,100,4485.64836482363,61.0296127562642,952 days 00:00:00,7,6,1,-60424.5732549891,83.3333333333333,24.0051167248868,-3.70004175530727,11.0643728266609,-3.70004175530727,59 days 19:12:00,946 days 00:00:00,11.2113801984729,9841.12491915498,-65.5358215740084,-0.00545706553814742,0.00355887937115078,-18.9319009991944
L&TFH,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,96260.8036099014,-3.73919639009857,10.8580106302206,100,12042.1172292472,77.4798413593709,1070 days 00:00:00,14,13,1,-37522.4361105428,84.6153846153846,43.3914790725888,-44.101726600002,11.710369192865,-34.875650909083,34 days 19:38:10.909090909,396 days 12:00:00,1.20258852701726,2598.71074772648,-50.682196351545,-0.0117725725339046,0.00302791504800014,-18.8176314645079
BOSCHLTD,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,91749.3587171831,-8.25064128281688,-16.6802089681286,100,4478.611487589,65.7926202080035,1369 days 00:00:00,9,8,1,-13447.6150157465,75,24.0058151182753,-36.2922474288356,11.0866329255017,-23.7507133919638,71 days 12:00:00,487 days 00:00:00,1.08466245206029,649.621716616204,-68.7370157245974,-0.0311463869232304,0.00165413009885909,-18.9466794782539
CUMMINSIND,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,90360.4698164452,-9.63953018355483,-7.82152483634968,100,4203.69563367456,73.1830687544421,1181 days 00:00:00,12,11,1,-3724.30368359342,81.8181818181818,20.4870779018127,-53.7137283723412,8.88547413682226,-28.9573397137084,65 days 18:39:59.999999999,377 days 00:00:00,0.903680211888753,-537.747863632852,-67.9005072865091,-0.032901030659768,0.00137354215562757,-18.9427920823999
ONGC,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,90148.0008663387,-9.85199913366135,4.25558235912666,100,4543.39797495001,71.5437514820963,1005 days 00:00:00,9,8,1,3580.11028895165,75,39.7233070543612,-58.8691873258031,15.9779550823941,-34.0613493336667,78 days 04:00:00,486 days 12:00:00,0.861743395277376,-1679.01367782662,-61.855729155492,-0.0344268235466182,0.0025039015995542,-18.9105051480604
AUROPHARMA,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,89169.7030169486,-10.8302969830514,-21.7041071023367,100,3093.07743697811,64.5431029296758,634 days 00:00:00,7,6,1,2735.15433460411,50,13.3181663554359,-17.8454300295772,6.49348921578796,-10.2974743817272,2 days 16:00:00,342 days 00:00:00,0.570909702370567,-2260.90855294258,-53.9094545563283,-0.0421205357924155,0.00533485965649391,-18.8511366166179
IDBI,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,87224.3622558691,-12.7756377441309,-45.7730812013345,100,3591.18846634635,78.9722386296515,980 days 00:00:00,9,8,1,-12664.2566803025,62.5,46.2205345604792,-55.7627925934777,27.1355211630175,-29.314986927715,93 days 00:00:00,304 days 08:00:00,0.998907704103679,-13.9226329785506,-44.1417831104913,-0.0409406832870451,0.0125093839856865,-18.7309502204545
QUESS,12-JUL-2016,16-FEB-2022,1389 days 00:00:00,100000,86192.1673519442,-13.8078326480558,15.0964023057051,100,12929.677016813,86.6511841240006,912 days 00:00:00,20,19,1,-53381.0667524278,78.9473684210526,38.276696467888,-55.6711947823972,14.4907159678606,-30.8052146090708,41 days 22:23:59.999999999,130 days 12:00:00,1.20617586400192,2082.80179496694,-53.7362678477652,-0.0441933580855291,0.00333627581957666,-18.8482810006871
TATAMTRDVR,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,83306.4889270219,-16.6935110729781,-19.5886716115982,100,2583.79322214469,91.7649184520993,1350 days 00:00:00,12,11,1,-5156.12152739162,72.7272727272727,31.2650928830268,-55.7113180040834,21.0078093727296,-40.9142018212545,35 days 03:00:00,355 days 00:00:00,0.856696785829714,-1048.85359505332,-46.8892233510231,-0.0468217668522051,0.00915142530632789,-18.7711522239326
IDFCFIRSTB,16-JAN-2019,16-FEB-2022,766 days 00:00:00,100000,83063.5501795021,-16.9364498204979,-6.20475698035177,100,1390.69662251393,67.5313059033989,714 days 00:00:00,3,2,1,-39624.4575100515,100,16.2503256686588,5.5885148885644,10.9194202786116,,246 days 00:00:00,,inf,11344.0038447768,-47.6328395892883,-0.125312421058103,0.00344616822827825,-18.7800088742274
M&MFIN,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,80768.6760260559,-19.2313239739441,-34.1056910569104,100,4019.82028503635,78.5193600302944,942 days 00:00:00,7,6,1,-10344.4131478142,83.3333333333333,39.3761114775046,-61.273011478033,19.4315293029104,-61.273011478033,114 days 09:36:00,815 days 00:00:00,0.930781269116379,-1481.15180435498,-45.275694807974,-0.0637533480117853,0.00273024599169431,-18.7468734768991
LICHSGFIN,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,80053.7902595027,-19.9462097404973,-23.1533392347793,100,3702.52466744301,75.3319222628439,1157 days 00:00:00,7,6,1,-27483.2589340477,83.3333333333333,50.9038373324818,-59.9098231080775,23.2928564755576,-59.9098231080775,101 days 14:24:00,793 days 00:00:00,1.07611721325921,1256.17486559173,-56.6013819740876,-0.069143633123928,0.00294221706176838,-18.8728938804951
GLENMARK,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,79678.4945217278,-20.3215054782722,-47.2584573748306,100,1977.18633499179,80.6303342061129,1313 days 00:00:00,6,5,1,5666.0838921861,60,33.9325559491829,-47.1310080312527,19.2557933991388,-31.6508407102001,58 days 08:00:00,447 days 00:00:00,0.542567899189677,-5197.51787409167,-57.6848151014921,-0.0659276096785248,0.00486707792940627,-18.8868266582572
AMARAJABAT,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,79048.7989992791,-20.9512010007209,-30.8086921436394,100,3592.82555353524,62.7163959110342,1060 days 00:00:00,7,6,1,-42163.0217319243,66.6666666666667,27.6395416282575,-20.2744206191253,16.5111536807702,-18.4558220782839,157 days 06:00:00,279 days 12:00:00,1.47819898708685,3535.30345520056,-71.2936064510198,-0.0876362760133992,0.000830787259345915,-18.9574550952864
BANDHANBNK,27-MAR-2018,16-FEB-2022,965 days 00:00:00,100000,76099.9582409264,-23.9000417590736,-32.2638146167555,100,4846.88554696723,75.2102523027633,575 days 00:00:00,10,9,1,-475.688646478447,66.6666666666667,27.4665185594606,-37.4723951006745,12.0254706269524,-26.1331735370562,54 days 00:00:00,152 days 16:00:00,0.740858208809934,-2602.70590139946,-38.4837941366942,-0.130498811193608,0.0141151638050901,-18.6390105525872
MRPL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,70185.5841408418,-29.8144158591582,-36.4031907179114,100,3871.2504217149,84.3343870741131,1065 days 00:00:00,8,7,1,-10968.1026070942,57.1428571428571,54.7478832973055,-67.2973827855808,31.3911490946918,-27.0447876357754,94 days 06:00:00,326 days 00:00:00,0.879868931364703,-2692.33046458057,-51.7343837773534,-0.0967608161485795,0.0061498095789627,-18.8282123489355
INFRATEL,01-JAN-2016,17-DEC-2020,1229 days 00:00:00,100000,69164.1899181684,-30.8358100818316,-43.4141201264488,100,2191.38007898507,72.2081396782145,779 days 00:00:00,5,4,1,-1856.41182915344,50,31.5555226319499,-35.3158796355436,15.8949731993819,-26.078089999238,213 days 12:00:00,384 days 12:00:00,0.52308020965468,-7244.84956316953,-49.4343862774947,-0.143632505663483,0.00532902784571894,-18.8030940555255
ABCAPITAL,15-SEP-2017,16-FEB-2022,1094 days 00:00:00,100000,62037.1352679644,-37.9628647320356,-43.2964329643299,100,1561.38097811116,79.5812415768502,1059 days 00:00:00,6,5,1,-5233.47274861083,60,29.7665161907864,-39.4125079742504,22.040013534887,-39.0988553151305,49 days 16:00:00,331 days 00:00:00,0.478770153279408,-6545.87839668496,-52.3051443765485,-0.185033493519947,0.00379577604263312,-18.8331302725351
ZEEL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,60906.948231344,-39.093051768656,-38.1727881727883,100,2649.66351592431,80.5754809259863,1011 days 00:00:00,6,5,1,-6754.28792844791,80,48.7252522136898,-66.418024988192,20.1738431214543,-66.418024988192,177 days 18:00:00,671 days 00:00:00,0.681436715140381,-6467.75276804161,-42.7588325734446,-0.139480581275163,0.0103850459273159,-18.72190768626
CASTROLIND,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,59858.2268530941,-40.1417731469059,-47.715622910631,100,3241.67593237275,62.1939568731804,1332 days 00:00:00,8,7,1,-16967.4529147776,57.1428571428571,15.0619158337578,-26.0465782588938,8.47134311580474,-17.5421053569349,68 days 18:00:00,345 days 08:00:00,0.536668224957794,-3310.61717601833,-72.6097534310911,-0.186651994535255,0.00111872045635294,-18.9622914792124
INDIANB,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,58653.7515808113,-41.3462484191887,32.4336090552902,100,6356.10515821131,90.7107881173668,1180 days 00:00:00,12,11,1,-8897.3959600744,81.8181818181818,34.6039317467202,-84.7289842677631,19.5136390903997,-47.233895756931,62 days 08:00:00,371 days 12:00:00,0.834581021278166,-2949.89567810129,-45.189271889548,-0.132725113919518,0.00996240482904295,-18.7459533977874
COALINDIA,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,57392.4920188192,-42.6075079811808,-50.9504565184852,100,3732.14913896088,67.0898088888374,1363 days 00:00:00,10,9,1,-8947.21377395293,66.6666666666667,10.3085372481368,-46.6712201796394,6.68655567073557,-20.9492014263048,56 days 08:00:00,350 days 16:00:00,0.451815454075543,-3740.03268969199,-71.8673158502159,-0.186289957966404,0.000182524054226816,-18.9593106144769
ENGINERSIN,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,57248.0451134142,-42.7519548865858,-46.5247087183606,100,3357.59963967542,75.0366032210835,1027 days 00:00:00,6,5,1,-15329.4649022304,60,25.0298567179362,-53.881778779155,16.4782839383484,-27.0111932184246,99 days 00:00:00,473 days 00:00:00,0.675697792346203,-5484.49799687108,-61.2498313128526,-0.167267186085051,0.000694534005152114,-18.9054792314495
BHEL,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,53390.5325216817,-46.6094674783183,-51.636970069341,100,3820.84638518524,84.1523374383013,1206 days 00:00:00,11,10,1,-14387.7650047836,70,30.4450776684244,-58.1619172006692,10.5169848732959,-25.4207020986997,69 days 00:00:00,288 days 16:00:00,0.541208061203494,-3222.17024735347,-47.9471925299134,-0.166433466768481,0.00717060959783808,-18.7863701350227
LUPIN,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,44657.2040757885,-55.3427959242115,-57.8702072889852,100,1093.82234357063,71.5259284848983,1491 days 00:00:00,4,3,1,-23376.9385381707,33.3333333333333,41.7691201464387,-47.2886479675418,41.7691201464387,-28.2029801416866,257 days 00:00:00,518 days 00:00:00,0.384980075582701,-10655.2857953469,-68.7192325996094,-0.246356576759087,0.00221851956786983,-18.9454755761088
NIACL,13-NOV-2017,16-FEB-2022,1057 days 00:00:00,100000,42790.5948768055,-57.2094051231945,-63.2512721771422,100,2014.0424501055,81.0822026974755,922 days 00:00:00,7,6,1,-6040.47158919912,50,25.5975635236234,-42.6818727947278,19.2582402820133,-33.5999550085012,36 days 00:00:00,219 days 16:00:00,0.389181906511683,-8528.15558899923,-50.4747036222961,-0.313348116228331,0.0112965426881448,-18.8148404132525
EMAMILTD,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,41127.3253059144,-58.8726746940856,-49.5728655916698,100,1907.64383965334,88.0125185776745,1015 days 00:00:00,8,7,1,1695.86530032221,71.4285714285714,22.2983565319875,-72.0315474311874,9.3051180314339,-40.667939409445,91 days 04:48:00,340 days 00:00:00,0.334611282492272,-8652.64857062969,-55.5858903464612,-0.218558468364706,0.00338812602559407,-18.8635012896173
HUDCO,19-MAY-2017,16-FEB-2022,1178 days 00:00:00,100000,39790.7229134191,-60.2092770865809,-49.1385251550654,100,1120.58410657934,79.2281591288684,1091 days 00:00:00,5,4,1,-4534.15354994621,50,7.2380368820438,-51.8011255224927,6.12412389931815,-35.1892046252211,52 days 12:00:00,353 days 00:00:00,0.0816867742085891,-13918.7808841587,-56.2747158164516,-0.313510147995539,0.0048676027715289,-18.8695087297114
UNIONBANK,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,39341.7502851796,-60.6582497148203,-70.4666666666665,100,5103.95740122715,86.7668191522382,1053 days 00:00:00,11,10,1,-2383.63244910863,60,45.1522960331221,-62.6115279443795,17.0819000761859,-31.3953642521445,92 days 00:00:00,202 days 06:00:00,0.629123273379577,-5827.46172657117,-47.8186284749086,-0.231577734982574,0.00664866569153284,-18.7895013581371
IBVENTURES,30-OCT-2018,27-OCT-2020,494 days 00:00:00,100000,39168.220668131,-60.831779331869,-53.8944571911605,100,1401.60208901393,83.8389378749532,459 days 00:00:00,6,5,1,-12898.2403567241,60,29.586965918537,-51.5712024357677,22.0558293615928,-46.2178569476673,17 days 16:00:00,177 days 12:00:00,0.355590106738259,-9586.70779502897,-33.0522772781565,-0.596021034479924,0.0185412326195885,-18.4386487230532
RBLBANK,31-AUG-2016,16-FEB-2022,1354 days 00:00:00,100000,37499.3402661153,-62.5006597338847,-52.1376085504343,100,5491.73684014936,85.0096229239433,677 days 00:00:00,10,9,1,-24909.1874979038,66.6666666666667,28.1431608196383,-70.4860070018401,14.539779851478,-25.3723295529241,44 days 12:00:00,233 days 00:00:00,0.696748617033515,-4176.83024844233,-45.4170422060973,-0.273310361463398,0.00468790090789871,-18.7460563063794
PNB,01-JAN-2016,16-FEB-2022,1518 days 00:00:00,100000,34770.7147545538,-65.2292852454462,-67.2193877551021,100,4929.2525251074,85.6748223716907,1005 days 00:00:00,10,9,1,-4298.55272436091,77.7777777777778,22.8807293897989,-65.0991697569206,12.800709700583,-58.3426383591454,88 days 03:25:42.857142857,374 days 12:00:00,0.600105070776053,-6770.08139123169,-47.1160499540628,-0.261820630693651,0.00537819385801798,-18.7951410146527
GICRE,25-OCT-2017,16-FEB-2022,1070 days 00:00:00,100000,33865.4889157362,-66.1345110842638,-69.6671623012695,100,2016.78516236284,75.4750463080939,1013 days 00:00:00,7,6,1,-22384.7101076413,66.6666666666667,27.3660884219324,-51.7041246589095,20.0841787125429,-47.8333620352729,17 days 18:00:00,347 days 12:00:00,0.499321145960692,-7291.63349610377,-54.4952812676188,-0.409170538429385,0.0074317413056743,-18.853335115881
VARROC,06-JUL-2018,16-FEB-2022,895 days 00:00:00,100000,32460.0448143843,-67.5399551856157,-63.6814961199212,100,1176.94392239993,85.7942368727708,836 days 00:00:00,6,5,1,-4574.23187494554,60,29.8033400451574,-59.7846571284134,16.8861226199283,-50.7869494731063,118 days 08:00:00,212 days 12:00:00,0.176504139446389,-12593.144662134,-48.0705716939556,-0.428932023458737,0.00674729041021177,-18.7827803952382
